-32367	-25624	-24819
-32318	-29238	-26203
-32317	-28764	-26804
-32129	-29074	-27128
-31923	-29406	-26880
-31545	-28689	-27233
-31424	-29483	-25925
-31307	-29542	-25806
-31289	-29550	-25137
-31244	-29654	-27399
-31243	-28813	-27449
-31144	-28844	-27448
-31134	-29772	-25819
-31090	-28508	-27766
-31089	-29019	-27712
-31012	-31434	-27484
-31006	-29556	-27694
-30971	-29806	-27502
-30951	-29200	-27883
-30872	-29956	-27903
-30834	-30090	-27656
-30739	-28884	-28041
-30681	-30246	-27705
-30666	-29552	-28027
-30635	-30332	-27597
-30625	-27687	-28118
-30551	-28315	-28258
-30546	-29240	-28476
-30538	-30696	-27552
-30520	-30219	-27803
-30489	-30052	-28255
-30485	-30469	-27611
-30472	-29994	-29300
-30439	-30300	-28440
-30369	-30858	-27849
-30308	-30969	-27839
-30175	-31588	-25946
-30171	-31e3	-27965
-30079	-31298	-28052
-30069	-31731	-26749
-30052	-30813	-28148
-30045	-31452	-26900
-30031	-31749	-26495
-29998	-30885	-28431
-29983	-31769	-26855
-29927	-31804	-27525
-29886	-32678	-27011
-29885	-31342	-28173
-29866	-30081	-28575
-29815	-31082	-28470
-29804	-31918	-27362
-29782	-31587	-27611
-29781	-29659	-29643
-29757	-31594	-27572
-29666	-30363	-28515
-29639	-30176	-28872
-29629	-32033	-27112
-29598	-32093	-27032
-29582	-32972	-27466
-29573	-31717	-28250
-29566	-30496	-28684
-29553	-31984	-28303
-29537	-31348	-29974
-29447	-32840	-28939
-28860	-27424	-30054
-28658	-33649	-26941
-27879	-33002	-26956
-27828	-28550	-30069
-27606	-28752	-30127
-27605	-31380	-28941
-27575	-33975	-25751
-27335	-29219	-30025
-27304	-27374	-30132
-27263	-28989	-30914
-27250	-28522	-31106
-27062	-28036	-31726
-26903	-29370	-30064
-26759	-29414	-30053
-26646	-32262	-28987
-26408	-29538	-30032
-26384	-29137	-30093
-26233	-29099	-30102
-25870	-29088	-30110
-25659	-29055	-30132
-24754	-29294	-30143
