-11045	-9568	-11073	-10249
-10863	-9587	-10980	-10173
-10792	-9784	-10613	-8965
-10670	-9597	-10620	-8830
-10664	-9578	-11417	-10870
-10644	-9985	-11556	-10404
-10595	-9422	-11712	-11169
-10594	-9868	-11311	-10926
-10575	-9829	-11851	-10703
-10569	-9988	-10972	-8959
-10562	-10288	-11661	-10402
-10543	-10376	-11908	-10533
-10525	-9712	-11606	-11225
-10493	-10132	-11956	-10701
-10439	-10500	-11578	-9607
-10420	-10588	-11825	-9738
-10394	-10660	-11076	-9574
-10370	-10471	-11580	-10260
-10338	-10891	-11930	-9736
-10325	-10504	-11371	-9873
-10203	-9915	-11960	-11127
-10121	-10218	-12065	-11125
-10101	-10625	-12204	-10659
-10082	-10713	-12451	-10790
-10080	-9663	-11463	-11541
-10028	-10617	-11659	-10905
-1e4	-11016	-12556	-10788
-9978	-10373	-11707	-11073
-9941	-10058	-11582	-11198
-9890	-10566	-12179	-10805
-9877	-11228	-12473	-9993
-9748	-8976	-11623	-11461
-9685	-11081	-12201	-10008
-9627	-9774	-12114	-11124
-9578	-10224	-12789	-9792
-9496	-10009	-11439	-11514
-9476	-10416	-11578	-11048
-9394	-10719	-11683	-11046
-9375	-10807	-11930	-11177
-9345	-9782	-12410	-10955
-9327	-9548	-11366	-11727
-9324	-9889	-12221	-10895
-9305	-9977	-12468	-11026
-9263	-10085	-12515	-10953
-9243	-10492	-12654	-10487
-9206	-10346	-11857	-11390
-9203	-10687	-12712	-10558
-9184	-9703	-11008	-11675
-9170	-11322	-11952	-10380
-9164	-9322	-11599	-11434
-9142	-11402	-10565	-9373
-9081	-11400	-11178	-9504
-9043	-10120	-12090	-11097
-8890	-8843	-12073	-11289
-8869	-10960	-11554	-10924
-8849	-11367	-11693	-10458
-8598	-10071	-11947	-11413
-8530	-9219	-11522	-11497
-8496	-10781	-12191	-10945
-8489	-11592	-10836	-9645
-8466	-9756	-12671	-10723
-8448	-9522	-11627	-11495
-8407	-8967	-11025	-11911
-8327	-10320	-12118	-11158
-8306	-9189	-12049	-11262
-8115	-8085	-11127	-11760
-8094	-10202	-10608	-11395
-8075	-10290	-10855	-11526
-7973	-11e3	-11099	-11058
-7590	-9389	-12077	-11323
