-11298	-10079	-11780	-9831
-11256	-10091	-11669	-10172
-11242	-10908	-11426	-9496
-11242	-9541	-11329	-10400
-11205	-10760	-11309	-11255
-11200	-10920	-11315	-9837
-11162	-9864	-11981	-11207
-11117	-10764	-11106	-10678
-11044	-10641	-11421	-10017
-11006	-9933	-12571	-10676
-11002	-10653	-11310	-10358
-10955	-9225	-12239	-10734
-10943	-10175	-11952	-10757
-10923	-9935	-11548	-11576
-10907	-11132	-11664	-10115
-10880	-11442	-11487	-10283
-10866	-10242	-11803	-10443
-10861	-11194	-11965	-11090
-10859	-10658	-12115	-10449
-10832	-10633	-12563	-10974
-10812	-10393	-12159	-11793
-10800	-10969	-12477	-10381
-10768	-10203	-12873	-10467
-10745	-10911	-12524	-10868
-10744	-10897	-12065	-11025
-10725	-10783	-12458	-11175
-10674	-10345	-12241	-11197
-10611	-9522	-11591	-11903
-10608	-9004	-12307	-12170
-10601	-9420	-12619	-12176
-10550	-9808	-12802	-11295
-10545	-10249	-12265	-11841
-10526	-10502	-11994	-11853
-10523	-11198	-11850	-11076
-10508	-11119	-11580	-11265
-10487	-11053	-12760	-10966
-10467	-10813	-12356	-11785
-10422	-9883	-11255	-11866
-10420	-9751	-12473	-12092
-10392	-10836	-12139	-11043
-10379	-10659	-12389	-11568
-10341	-8790	-12247	-12373
-10329	-10765	-12438	-11189
-10325	-10038	-12845	-10593
-10283	-9664	-12908	-11343
-10282	-11471	-10572	-8958
-10280	-10060	-11705	-11859
-10274	-10707	-12485	-11676
-10214	-11100	-11461	-11732
-10210	-10277	-12795	-11169
-10186	-10553	-12518	-11459
-10174	-10441	-12068	-11871
-10166	-10313	-12114	-12278
-10122	-10123	-12828	-10952
-10102	-9995	-12762	-11259
-10098	-10817	-12020	-11510
-10078	-10689	-11954	-11817
-10075	-10171	-12670	-12084
-10043	-10638	-11515	-11989
-9992	-9882	-12724	-11997
-9991	-9651	-12256	-12186
-9989	-9645	-12789	-11810
-9936	-10711	-12370	-11662
-9904	-9728	-12757	-11780
-9897	-10144	-13069	-11786
-9880	-10422	-11949	-12338
-9841	-10973	-12715	-11451
-9826	-11452	-11723	-10184
-9821	-10733	-12311	-12270
-9806	-11212	-11319	-11003
-9803	-9104	-12573	-12256
-9710	-11169	-12282	-9962
-9690	-11481	-10757	-9428
-9682	-11430	-11941	-10003
-9613	-10208	-11889	-12541
-9575	-11063	-12157	-10877
-9566	-11147	-12500	-9781
-9565	-11619	-9956	-8228
-9559	-10148	-12954	-11772
-9548	-9435	-11746	-12631
-9546	-11459	-10975	-9247
-9544	-10069	-12684	-11961
-9522	-9169	-12010	-12367
-9516	-8669	-12142	-12717
-9416	-11520	-11383	-9429
-9409	-8819	-12037	-12918
-9372	-9376	-12270	-12407
-9361	-10413	-12380	-12364
-9277	-9855	-12624	-12164
-9261	-10147	-11963	-12559
-9079	-9588	-12619	-12685
-9023	-10417	-12265	-12350
-8769	-11575	-10497	-8243
