-22028	-16535	-21945
-21998	-18293	-20864
-21989	-17762	-22712
-21932	-18830	-21059
-21898	-17935	-23008
-21878	-18061	-23146
-21828	-19353	-21484
-21774	-18584	-23571
-21763	-18085	-23614
-21719	-18215	-23756
-21550	-19002	-22977
-21490	-20215	-22210
-21478	-18449	-24505
-21448	-19181	-22626
-21439	-18564	-24426
-21437	-19204	-23102
-21436	-18816	-23541
-21425	-18839	-24017
-21404	-19060	-23316
-21393	-19083	-23792
-21312	-19465	-24104
-21280	-19709	-23879
-21262	-18828	-24277
-21258	-19233	-24398
-21256	-19366	-24269
-21247	-18370	-25141
-21246	-18806	-24532
-21224	-19610	-24044
-21208	-18485	-25062
-21159	-19726	-24312
-21153	-18816	-24932
-21121	-20462	-21806
-21079	-18999	-24542
-21077	-18505	-25366
-21057	-18587	-24962
-21038	-18620	-25287
-21037	-19203	-24649
-21026	-19226	-25125
-21017	-19718	-24599
-21015	-18727	-25168
-20989	-19810	-24044
-20981	-18276	-25396
-20978	-19833	-24520
-20936	-20360	-22238
-20883	-19525	-24637
-20842	-19505	-24703
-20838	-19848	-24043
-20807	-18541	-25923
-20805	-18645	-25210
-20798	-18710	-25346
-20796	-20052	-24150
-20789	-20962	-22540
-20774	-19348	-25274
-20769	-19759	-24697
-20763	-18849	-25317
-20758	-19590	-24758
-20717	-18818	-25619
-20706	-20646	-23512
-20678	-19119	-25304
-20678	-19055	-25403
-20665	-21181	-21257
-20664	-20850	-23619
-20655	-19040	-25421
-20653	-20351	-23662
-20650	-19451	-24844
-20637	-19039	-25678
-20636	-19259	-25510
-20635	-19320	-25290
-20621	-19417	-25067
-20603	-19564	-25065
-20598	-19154	-25599
-20579	-18729	-25855
-20565	-19973	-24786
-20555	-19083	-25613
-20541	-20878	-23829
-20539	-21029	-22572
-20539	-19460	-25501
-20538	-19680	-25333
-20526	-18461	-26050
-20514	-19067	-25888
-20511	-18344	-26076
-20500	-19575	-25422
-20479	-20748	-24051
-20479	-19664	-25366
-20468	-20249	-24094
-20468	-19729	-24859
-20465	-20007	-24411
-20463	-20140	-24282
-20451	-19541	-25465
-20450	-19754	-24994
-20438	-18258	-26091
-20431	-20384	-24057
-20429	-18853	-26433
-20426	-19148	-25852
-20418	-18354	-26476
-20406	-19991	-24444
-20389	-20588	-24164
-20354	-19358	-25933
-20345	-19360	-25675
-20340	-20072	-24532
-20337	-20986	-23783
-20318	-19794	-25052
-20318	-19041	-26278
-20313	-19452	-25701
-20308	-20412	-24267
-20294	-19839	-25116
-20293	-21070	-22324
-20292	-20776	-24017
-20291	-19255	-26154
-20276	-19572	-25763
-20275	-21512	-21320
-20274	-21181	-23682
-20271	-19983	-25186
-20261	-19850	-25320
-20260	-20063	-24849
-20252	-19370	-26075
-20242	-20493	-24355
-20238	-20109	-24950
-20208	-20870	-24001
-20203	-19598	-25407
-20200	-20697	-24462
-20183	-20027	-24961
-20155	-19646	-25383
-20151	-20271	-24736
-20149	-19493	-25886
-20148	-21095	-24081
-20148	-20703	-24312
-20146	-20009	-25011
-20145	-17963	-26575
-20144	-20142	-24882
-20138	-20663	-24644
-20128	-19350	-26133
-20124	-19100	-26273
-20123	-20310	-24699
-20114	-21472	-23727
-20112	-20386	-24657
-20110	-19608	-25807
-20106	-20907	-24419
-20103	-20278	-24906
-20101	-19564	-26009
-20090	-19619	-25541
-20089	-21079	-24114
-20087	-19993	-25044
-20087	-19661	-25786
-20085	-19215	-26194
-20070	-19887	-25383
-20069	-19808	-25784
-20065	-20298	-24806
-20062	-19679	-25930
-20060	-19959	-25211
-20030	-19923	-25705
-20028	-18685	-26539
-20027	-19698	-25889
-20021	-20074	-25132
-20015	-20595	-24894
-20007	-19969	-25191
-20006	-19187	-26211
-19995	-20139	-24992
-19981	-20972	-24540
-19970	-18870	-26556
-19970	-18293	-26684
-19968	-19600	-26094
