-7914.624479892785	-246.43315933682857
-7914.615106701429	-247.39784733925126
-7914.612184926837	-247.58882614864706
-7914.578726736634	-247.5932858854303
-7914.566327902154	-248.63414339709607
-7914.524517576241	-249.29717549395764
-7914.435749357601	-250.37164573597033
-7914.398950642876	-250.73468877034634
-7914.336540832203	-251.2898591384294
-7914.062615995312	-253.46625965246653
-7913.840840285562	-255.13771193295565
-7913.712822738283	-255.91564606032398
-7913.60208282484	-256.52287350111555
-7913.486337211436	-257.08284671416686
-7913.199390631558	-258.4172195231779
-7912.85708851971	-259.9974304264772
-7912.683108279751	-260.7229063879731
-7911.582788951524	-265.1096629665924
-7911.31349112852	-266.08914172628624
-7910.5858873272355	-268.5158866834697
-7909.699639459772	-271.15295988915364
-7909.29208736903	-272.31394608806363
-7908.655298471718	-274.05782431775606
-7907.733495794362	-433.81255844663974
-7907.711825163398	-436.948591146632
-7907.70664543628	-437.32782342860423
-7907.686114012198	-437.9147764139725
-7907.63531068846	-438.98484564336627
-7907.612200355414	-439.32599199284914
-7907.569123595451	-439.86246537579063
-7907.521599973419	-440.2824971964758
-7907.367155597547	-441.595329837334
-7907.034291023628	-444.34271372631633
-7906.667774685169	-447.36179381519173
-7906.663553586957	-447.39569445080974
-7906.470128130516	-448.8693676050266
-7906.460006816874	-448.9386447334293
-7906.389041422627	-449.37814821114716
-7906.316593506992	-449.82052124833854
-7906.237000132223	-450.24608274503294
-7906.057594307074	-451.1726571222857
-7906.005364297953	-451.39786549132464
-7905.8271965049535	-452.1488410967579
-7905.633343209361	-452.95696858757765
-7905.618688888771	-453.01734322195375
-7905.585127088905	-453.15104612749474
-7905.093254068204	-455.0455846812222
-7904.725044658342	-456.44251378085596
-7904.559316401784	-457.06420122755003
-7904.347740397836	-457.7830256959501
-7904.082069366023	-458.6178295664788
-7903.365036651584	-460.7316628777951
-7903.110692570901	-461.4542846723068
-7901.890228261565	-464.7715200593623
-7901.128495437802	-466.74963367172995
-7900.3235082840365	-468.7679082387501
-7899.668845073389	-470.3779705666707
-7898.317742105979	-473.47259481855076
-7897.73752234277	-474.7040506487331
-7896.12479244269	-477.866451556014
-7895.318452334172	-486.99731482348193
-7894.667774685169	-492.36179381519196
-7894.470128130516	-493.8693676050266
-7894.316593506992	-494.82052124833854
-7894.141197548739	-495.74393842784514
-7893.618688888771	-498.01734322195375
-7893.093254068204	-500.0455846812222
-7892.082069366023	-503.6178295664788
-7891.733673658161	-651.7493235396695
-7891.711825163398	-654.948591146632
-7891.70664543628	-655.3278234286042
-7891.63531068846	-656.9848456433663
-7891.569123595451	-657.8624653757906
-7890.667774685169	-665.3617938151917
-7890.470128130516	-666.8693676050266
-7890.013490826535	-669.3633575222325
-7888.559316401784	-675.06420122755
-7887.365036651584	-678.7316628777951
-7885.3780875538205	-684.115634479997
-7882.733673658162	-686.0661190687662
-7882.733495794362	-782.8125584466397
-7882.711825163398	-785.948591146632
-7882.70664543628	-786.3278234286042
-7882.686114012198	-786.9147764139725
-7882.63531068846	-787.9848456433663
-7882.612200355414	-788.3259919928491
-7882.569123595451	-788.8624653757906
-7882.521599973419	-789.2824971964758
-7882.367155597547	-790.5953298373339
-7882.034291023628	-793.3427137263163
-7881.667774685169	-796.3617938151917
-7881.663553586957	-796.3956944508097
-7881.470128130516	-797.8693676050266
-7881.460006816874	-797.9386447334294
-7881.389041422627	-798.3781482111473
-7881.316593506992	-798.8205212483385
-7881.237000132223	-799.2460827450329
-7881.057594307074	-800.1726571222858
-7881.005364297953	-800.3978654913245
-7880.8271965049535	-801.1488410967579
-7880.633343209361	-801.9569685875776
-7880.618688888771	-802.0173432219538
-7880.585127088905	-802.1510461274946
-7880.093254068204	-804.0455846812222
-7879.725044658342	-805.442513780856
-7879.559316401784	-806.06420122755
-7879.347740397836	-806.7830256959501
-7879.082069366023	-807.6178295664788
-7878.365036651584	-809.7316628777951
-7878.110692570901	-810.4542846723068
-7876.890228261565	-813.7715200593623
-7876.128495437802	-815.7496336717298
-7875.3235082840365	-817.7679082387501
-7874.668845073389	-819.3779705666707
-7873.317742105979	-822.4725948185506
-7872.73752234277	-823.7040506487331
-7871.12479244269	-826.866451556014
-7869.966396744985	-828.9860963002563
-7868.626800146381	-831.3017418816864
-7867.541469134242	-833.1140229550148
-7867.234254567559	-833.5487787381974
-7865.946643806731	-835.2366591504951
-7865.6140731060805	-835.5871499606161
-7865.204834360107	-835.9973148234819
-7865.063906496916	-836.1385616097364
-7864.760699856384	-836.4301885659577
-7864.563478026356	-836.6110544862443
-7864.434371437856	-836.7267042393898
-7863.7028379690455	-837.3520228288354
-7863.063109600177	-837.8684474722221
