-6392	-4956	-6048	-6180	-6197
-6362	-4612	-5823	-4938	-6690
-6314	-4695	-6619	-5664	-6193
-6116	-5785	-6094	-6116	-6832
-6078	-5699	-5900	-6118	-7071
-6051	-5818	-6562	-6470	-5576
-6038	-5524	-6665	-5600	-6828
-5737	-6561	-6414	-6408	-6450
-5728	-6036	-6450	-6608	-6143
-5576	-5896	-6160	-5969	-6981
-5529	-6630	-6141	-6712	-6549
-5482	-5218	-6769	-6373	-6234
-5367	-6860	-6489	-6290	-6604
-5126	-5794	-6327	-7199	-6211
-4665	-5287	-5663	-6671	-7745
-4327	-5400	-4755	-7570	-5788
-3687	-4681	-4716	-7574	-5557
