-9172	-7909	-5877	-7277	-7260
-9151	-7110	-6482	-7342	-7001
-9131	-7519	-5890	-7363	-7508
-9091	-7774	-5796	-7224	-7682
-9050	-8098	-6033	-7111	-6915
-9005	-7571	-5768	-6769	-8294
-8976	-6634	-6261	-7353	-7144
-8936	-6889	-6167	-7214	-7318
-8916	-7298	-5575	-7235	-7825
-8756	-7151	-6618	-7735	-6765
-8706	-7758	-6402	-7275	-6812
-8640	-7146	-6966	-6799	-6917
-8626	-7589	-6355	-6565	-7622
-8620	-7555	-6374	-6820	-7424
-8581	-6675	-6397	-7746	-6908
-8580	-7810	-6280	-6681	-7598
-8567	-7653	-6696	-7144	-6788
-8547	-8062	-6104	-7165	-7295
-8537	-7316	-6162	-7031	-7153
-8531	-7282	-6181	-7286	-6955
-8507	-8317	-6010	-7026	-7469
-8506	-7332	-7053	-7117	-6264
-8492	-7775	-6442	-6883	-6969
-8486	-7741	-6461	-7138	-6771
-8451	-7113	-6134	-6576	-7765
-8446	-7996	-6367	-6999	-6945
-8443	-7451	-6967	-6642	-6759
-8421	-8114	-5982	-6571	-8081
-8405	-7334	-6059	-6692	-7741
-8392	-7177	-6475	-7155	-6931
-8380	-7384	-6931	-6523	-7050
-8360	-7793	-6339	-6544	-7557
-8352	-7432	-6381	-7016	-7105
-8332	-7841	-5789	-7037	-7612
-8309	-7637	-7054	-6960	-6106
-8271	-7520	-6146	-7010	-7088
-8245	-7187	-7102	-7192	-6681
-8205	-6908	-6710	-6534	-7193
-8172	-7694	-6832	-7537	-6552
-8156	-6914	-6909	-7658	-6212
-8111	-7373	-7189	-7510	-6028
-8090	-6302	-7473	-7182	-6317
-8076	-6745	-6862	-6948	-7022
-8070	-6711	-6881	-7203	-6824
-8045	-6761	-7753	-7034	-6133
-8030	-6966	-6787	-7064	-6998
-8025	-7170	-7161	-7055	-6640
-7997	-7218	-6611	-7548	-6695
-7985	-7425	-7067	-6916	-6814
-7956	-6488	-7560	-7500	-5664
-7936	-6897	-6968	-7521	-6171
-7896	-7152	-6874	-7382	-6345
-7893	-6607	-7474	-7025	-6159
-7870	-6285	-7532	-7045	-6276
-7830	-6540	-7438	-6906	-6450
-7810	-6949	-6846	-6927	-6957
-7759	-6793	-7561	-7343	-5506
